beta_minus,se_beta_minus,beta_lower,beta_minus_mle,se_mle,beta_lower_mle,phi1,theta1,theta2,sigma2,exitflag
-0.401171897603853,0.19428490226436,-0.720770561828725,-0.0163165812438024,0.0993771197539057,-0.179791943238977,-0.827619803117443,0.147035528200363,-0.785501652707601,0.783228121526199,5
