date,igae,pi_core_gap,pi_inpp_gap,dep_tcr,i_gap,m2_gap,y_us_gap,pi_us,pi_crb,t
01sep2007,3.26976395165837,-.170529154273876,.668166146785413,.550002349298495,3.19785514391331,-.544120726851911,5.81742997973231,4.61289368431999,66.5858262672124,2007m9
01oct2007,3.01809976409289,.638720617490302,-2.04239696814384,-15.933694945603,3.18235996274517,6.38207434369455,5.61622468306879,3.63361367716983,74.3692636170362,2007m10
01nov2007,2.54022492717027,-.416438028343627,.562256311724759,7.29466079729164,3.41061406306269,7.85891001387194,6.23526221829263,6.34613898313141,69.8113948191352,2007m11
01dec2007,2.51502225654497,-.211622722303103,-2.07182860546528,-7.49160248779717,3.4011960415025,1.52104441201284,6.36245876850365,2.77188414432565,-2.62644058362866,2007m12
01jan2008,3.017540695175,-.18958289418138,3.14788129352784,11.3998726503311,3.37168770795764,8.937738398455361,6.32723651368492,3.02400977331025,44.7607714032124,2008m1
01feb2008,3.07169425782114,.100720509081572,7.91660608752352,-9.679548847400451,3.3761725052124,4.51610818671718,6.03587050347274,2.39200930903642,54.8983275845085,2008m2
01mar2008,1.61767522333922,1.10022035248576,8.954890414455431,4.24214478151725,3.37523533888227,4.72094994797245,5.83625126464549,3.43018135800044,71.09225878542129,2008m3
01apr2008,3.39909604834588,1.3197549035294,4.88824512837777,-17.3936114969443,3.37996033741814,6.73396797337706,5.29760988287418,2.21829024924851,45.9557998281177,2008m4
01may2008,2.80571259191703,2.53178617392212,5.19088499890255,-1.78649768227537,3.37192313991641,8.0721106742352,4.80121907915052,5.13769263105033,89.2435797952661,2008m5
01jun2008,3.53476320776778,2.15614764727845,4.98833475460905,-9.507745121258891,3.48718920217956,-2.87254506886776,4.68078566387771,8.6745588823927,62.2218094499082,2008m6
01jul2008,3.34957160804307,1.3953736725257,6.15625579225577,-8.68326031015023,3.85730444462273,9.07037043233683,4.43703921506087,5.57111489786521,9.080944943698549,2008m7
01aug2008,2.19697644079103,2.07038459924438,-4.95674813839311,-38.0761185555691,4.10929815071946,-.658718060718712,2.96926715414267,-.9710837091908791,-140.427790835792,2008m8
